gene	oe_lof_upper	obs_lof	exp_lof	mu_lof	total.ptv.count	total.dn.count	total.inh.count	ccr.ptv.count	ccr.dn.count	ccr.inh.count
ENSG00000148832	1.353	14	16.167	1.325863e-06	3	0	3	0	0	0
ENSG00000148824	0.717	6	16.509	1.31325025e-06	11	0	11	1	0	1
ENSG00000171772	1.011	16	24.045	1.95908e-06	1	0	1	0	0	0
ENSG00000225899	1.609	1	2.5283	1.7877275e-07	3	0	3	0	0	0
ENSG00000151474	0.135	3	57.224	5.00758e-06	1	1	0	1	1	0
ENSG00000187522	0.395	6	29.944	2.91852e-06	1	0	1	1	0	1
ENSG00000197889	1.837	5	4.7245	3.333585e-07	1	1	0	0	0	0
ENSG00000077943	0.664	31	63.029	5.50606e-06	3	0	3	0	0	0
ENSG00000165983	1.819	17	13.327	1.33576225e-06	2	0	2	0	0	0
ENSG00000107611	0.647	98	179.18	1.57153525e-05	21	0	21	0	0	0
ENSG00000148482	0.763	15	30.277	2.260245e-06	5	0	5	0	0	0
ENSG00000241058	1.479	27	25.163	2.199275e-06	1	0	1	0	0	0
ENSG00000204740	0.854	42	63.621	5.216285e-06	26	0	26	1	0	1
ENSG00000078114	1.139	58	63.383	5.9507725e-06	6	0	6	0	0	0
ENSG00000078403	0.182	5	57.656	4.8854725e-06	2	1	1	0	0	0
ENSG00000077327	1.223	18	21.818	2.2617525e-06	7	0	7	0	0	0
ENSG00000165309	0.906	26	39.822	3.600245e-06	5	0	5	0	0	0
ENSG00000179133	1.799	11	9.4469	8.105995e-07	1	0	1	0	0	0
ENSG00000099256	1.685	18	15.629	1.35338325e-06	8	1	7	0	0	0
ENSG00000185875	1.38	26	26.134	2.66325e-06	32	1	31	0	0	0
ENSG00000151025	0.467	16	52.036	5.08865e-06	1	0	1	0	0	0
ENSG00000107890	0.733	53	90.892	7.174695e-06	7	2	5	0	0	0
ENSG00000136758	0.448	11	40.665	3.5411175e-06	1	1	0	0	0	0
ENSG00000107897	0.585	12	33.209	2.58486e-06	2	0	2	0	0	0
ENSG00000169126	1.153	41	46.127	3.517835e-06	3	0	3	0	0	0
ENSG00000120563	1.727	9	8.6665	6.126815e-07	2	0	2	0	0	0
ENSG00000197321	0.358	29	110.56	1.070861e-05	1	1	0	0	0	0
ENSG00000107951	0.193	1	24.55	2.2847e-06	3	0	3	0	0	0
ENSG00000151033	1.789	10	8.8446	6.268855e-07	5	0	5	0	0	0
ENSG00000067057	1.245	47	48.14	4.0831475e-06	11	0	11	0	0	0
ENSG00000183621	1.062	10	15.969	1.4564125e-06	1	0	1	1	0	1
ENSG00000107959	0.949	41	56.061	4.557005e-06	3	0	3	0	0	0
ENSG00000165322	0.515	14	42.538	3.8653975e-06	2	0	2	2	0	2
ENSG00000216937	0.982	23	33.166	2.9582175e-06	8	1	7	0	0	0
ENSG00000099250	0.3	8	48.171	4.398215e-06	1	0	1	1	0	1
ENSG00000148498	0.302	13	68.451	7.2743575e-06	1	0	1	1	0	1
ENSG00000177291	1.933	2	1.1577	8.2364775e-08	3	0	3	2	0	2
ENSG00000177283	0.423	3	18.319	1.32420475e-06	8	0	8	1	0	1
ENSG00000229644	1.509	11	11.993	8.664775e-07	3	0	3	0	0	0
ENSG00000148513	1.263	67	64.993	4.73824e-06	9	0	9	0	0	0
ENSG00000175395	0.906	10	18.728	1.452426e-06	7	0	7	0	0	0
ENSG00000189180	1.018	19	27.391	2.060585e-06	6	0	6	0	0	0
ENSG00000075407	1.201	16	20.227	1.41009875e-06	8	0	8	0	0	0
ENSG00000196693	0.78	14	28.048	2.24316e-06	3	1	2	0	0	0
ENSG00000165733	0.448	19	62.203	5.799185e-06	3	0	3	0	0	0
ENSG00000169826	0.476	6	24.891	2.32155e-06	1	0	1	1	0	1
ENSG00000150201	1.492	6	7.8265	5.7413975e-07	2	1	1	0	0	0
ENSG00000243660	1.875	5	4.3105	1.84719e-07	1	0	1	0	0	0
ENSG00000196793	1.265	12	15.371	1.515004e-06	2	0	2	0	0	0
ENSG00000107562	1.471	2	4.0856	5.20389e-07	1	1	0	0	0	0
ENSG00000256574	1.43	5	7.2685	5.156655e-07	3	0	3	0	0	0
ENSG00000204175	1.489	9	10.476	8.9600775e-07	1	0	1	1	0	1
ENSG00000204176	1.777	20	15.9	1.2806715e-06	7	1	6	0	0	0
ENSG00000170324	1.177	51	54.734	4.1923575e-06	2	0	2	0	0	0
ENSG00000165568	1.419	17	17.963	1.529342e-06	19	0	19	0	0	0
ENSG00000128815	0.304	33	145.29	1.1369565e-05	2	1	1	0	0	0
ENSG00000165633	0.717	5	14.655	1.0381315e-06	1	0	1	0	0	0
ENSG00000172538	1.452	7	8.9849	6.468515e-07	7	0	7	2	0	2
ENSG00000204161	1.348	4	6.7283	4.45416e-07	1	0	1	1	0	1
ENSG00000165606	1.195	7	10.994	8.8344525e-07	1	0	1	0	0	0
ENSG00000225830	0.802	46	73.345	7.681215e-06	3	0	3	0	0	0
ENSG00000070748	0.883	22	35.586	3.16307e-06	7	0	7	1	0	1
ENSG00000197444	0.686	23	47.473	3.553345e-06	2	0	2	0	0	0
ENSG00000187134	1.588	21	18.973	2.0255775e-06	8	0	8	0	0	0
ENSG00000151632	1.46	16	16.617	1.6835425e-06	15	0	15	0	0	0
ENSG00000204149	1.778	9	8.2282	7.068165e-07	20	0	20	0	0	0
ENSG00000099290	0.758	9	20.726	1.49307825e-06	25	0	25	0	0	0
ENSG00000196139	1.861	30	20.959	2.3327725e-06	34	1	33	0	0	0
ENSG00000198610	1.719	23	18.724	1.63206975e-06	2	0	2	0	0	0
ENSG00000165471	1.717	4	4.8146	3.3726125e-07	8	0	8	0	0	0
ENSG00000150275	0.801	52	81.777	7.8448625e-06	27	0	27	0	0	0
ENSG00000178462	1.392	12	13.946	1.271057e-06	6	0	6	0	0	0
ENSG00000173848	0.772	14	28.341	2.6238875e-06	1	0	1	0	0	0
ENSG00000108021	0.332	20	87.593	7.563295e-06	3	2	1	0	0	0
ENSG00000108064	0.72	4	12.719	1.14806175e-06	1	0	1	0	0	0
ENSG00000134470	1.538	4	5.7546	6.95058e-07	1	0	1	0	0	0
ENSG00000196932	1.407	5	7.4013	1.1933705e-06	1	1	0	0	0	0
ENSG00000182010	1.04	27	35.81	3.9796325e-06	2	1	1	0	0	0
ENSG00000181915	0.81	1	5.856	4.287665e-07	5	0	5	0	0	0
ENSG00000171988	0.079	0	37.912	9.11468e-06	2	2	0	0	0	0
ENSG00000108176	1.341	10	12.633	1.1474085e-06	6	1	5	0	0	0
ENSG00000138346	0.817	29	48.4	4.261535e-06	3	1	2	0	0	0
ENSG00000138336	0.174	7	75.693	7.1386825e-06	1	1	0	0	0	0
ENSG00000165730	1.124	28	34.14	3.6097925e-06	16	0	16	0	0	0
ENSG00000156510	0.884	29	44.728	4.58012e-06	3	0	3	1	0	1
ENSG00000156515	0.379	9	41.475	4.28733e-06	1	1	0	0	0	0
ENSG00000075073	1.157	8	12.477	8.9225575e-07	8	0	8	1	0	1
ENSG00000122859	1.903	7	5.2958	4.1266975e-07	3	0	3	0	0	0
ENSG00000042286	1.083	10	15.655	1.353735e-06	3	0	3	0	0	0
ENSG00000156521	1.001	7	13.138	9.5439825e-07	6	0	6	0	0	0
ENSG00000172731	1.133	3	6.8258	6.29197e-07	2	0	2	0	0	0
ENSG00000180644	1.189	10	14.263	1.18772575e-06	7	0	7	0	0	0
ENSG00000138316	0.711	32	60.474	5.86518e-06	4	0	4	0	0	0
ENSG00000166224	0.554	10	30.629	2.59223e-06	1	0	1	0	0	0
ENSG00000166228	1.835	5	4.748	3.4644025e-07	4	0	4	0	0	0
ENSG00000107731	0.621	19	44.881	3.68031e-06	40	1	39	2	0	2
ENSG00000107736	0.468	53	142.46	3.8724325e-06	3	0	3	0	0	0
ENSG00000122863	0.795	6	14.89	1.088549e-06	2	0	2	0	0	0
ENSG00000107742	0.475	6	24.946	1.93965e-06	1	0	1	1	0	1
ENSG00000138303	1.364	20	21.3	2.343995e-06	1	0	1	0	0	0
ENSG00000166295	1.42	3	5.3402	3.7592025e-07	1	0	1	0	0	0
ENSG00000107745	1.291	21	23.431	2.4228875e-06	3	0	3	0	0	0
ENSG00000138315	1.156	19	24.112	2.4185325e-06	1	0	1	0	0	0
ENSG00000138308	1.191	6	9.9337	9.938445e-07	1	0	1	0	0	0
ENSG00000166321	1.297	10	13.066	1.663074e-06	4	0	4	0	0	0
ENSG00000122882	0.941	24	35.857	3.55301e-06	3	0	3	0	0	0
ENSG00000138286	1.049	24	32.181	3.3367675e-06	22	0	22	0	0	0
ENSG00000166343	1.38	17	18.476	1.7304425e-06	11	0	11	0	0	0
ENSG00000166317	0.587	6	20.188	3.6955525e-06	12	0	12	0	0	0
ENSG00000172650	1.438	4	6.2548	4.465885e-07	18	0	18	0	0	0
ENSG00000166507	0.427	9	36.803	3.913805e-06	1	0	1	0	0	0
ENSG00000148660	0.243	4	37.602	3.462895e-06	1	1	0	0	0	0
ENSG00000035403	0.396	14	55.222	5.4998625e-06	2	1	1	0	0	0
ENSG00000156110	0.798	9	19.688	1.531218e-06	3	0	3	0	0	0
ENSG00000188716	1.881	9	7.0374	5.00289e-07	1	0	1	0	0	0
ENSG00000156671	0.81	7	16.239	2.18688e-06	1	0	1	0	0	0
ENSG00000156113	0.252	9	62.394	5.24677e-06	1	0	1	1	0	1
ENSG00000151655	1.092	39	46.645	3.74128e-06	9	0	9	0	0	0
ENSG00000151657	0.734	13	28.146	2.5903875e-06	1	0	1	0	0	0
ENSG00000204049	1.905	3	2.4289	1.7284325e-07	1	0	1	0	0	0
ENSG00000138326	0.591	1	8.0268	8.8096625e-07	1	0	1	0	0	0
ENSG00000108179	1.352	5	7.7282	5.47189e-07	1	0	1	0	0	0
ENSG00000165424	1.249	9	12.566	6.40721e-07	20	0	20	0	0	0
ENSG00000185303	1.268	4	7.183	5.1829525e-07	3	0	3	0	0	0
ENSG00000228570	1.944	6	3.632	2.9200275e-07	2	0	2	0	0	0
ENSG00000133661	0.979	9	16.046	1.2770535e-06	3	1	2	0	0	0
ENSG00000133678	1.241	3	6.2094	4.970395e-07	1	0	1	0	0	0
ENSG00000122359	0.98	19	28.452	2.564425e-06	2	0	2	0	0	0
ENSG00000122378	1.718	14	12.414	1.27951575e-06	3	1	2	0	0	0
ENSG00000178217	0.898	12	21.662	2.32825e-06	4	0	4	0	0	0
ENSG00000185737	0.462	8	31.221	3.15771e-06	1	0	1	0	0	0
ENSG00000148600	1.259	28	30.49	2.676315e-06	1	0	1	0	0	0
ENSG00000204033	1.554	13	13.215	1.087477e-06	5	0	5	0	0	0
ENSG00000148602	1.566	21	19.265	1.89543e-06	24	0	24	0	0	0
ENSG00000148604	1.775	13	11.111	1.08940325e-06	1	0	1	0	0	0
ENSG00000122375	1.198	17	21.283	1.61019425e-06	16	0	16	1	0	1
ENSG00000173269	0.968	21	31.24	2.6188625e-06	4	0	4	1	0	1
ENSG00000188100	1.542	1	2.7547	1.9337875e-07	2	0	2	0	0	0
ENSG00000184923	1.942	9	5.6458	3.75803e-07	3	0	3	0	0	0
ENSG00000214562	1.095	1	4.2934	3.421355e-07	16	0	16	0	0	0
ENSG00000198682	0.979	20	29.688	2.9086375e-06	3	0	3	1	0	1
ENSG00000184719	1.06	11	17.181	1.3287775e-06	5	0	5	0	0	0
ENSG00000204022	1.214	13	17.029	1.20420775e-06	1	0	1	0	0	0
ENSG00000182333	0.873	8	16.541	1.241912e-06	1	0	1	0	0	0
ENSG00000204021	1.004	12	19.373	1.62212025e-06	3	0	3	1	0	1
ENSG00000204020	0.94	10	18.042	1.412226e-06	2	0	2	1	0	1
ENSG00000152766	1.718	13	11.688	1.1308595e-06	1	0	1	0	0	0
ENSG00000204010	1.908	6	4.5273	3.1856825e-07	5	0	5	0	0	0
ENSG00000185745	1.528	6	7.6087	5.30104e-07	9	0	9	0	0	0
ENSG00000152778	0.915	9	17.166	1.537985e-06	2	0	2	0	0	0
ENSG00000138182	0.686	53	97.169	8.9322725e-06	14	1	13	1	0	1
ENSG00000148680	0.665	4	13.76	1.35294775e-06	4	0	4	0	0	0
ENSG00000148688	1.588	15	14.44	1.6895725e-06	7	0	7	0	0	0
ENSG00000119938	0.963	6	12.296	1.39304725e-06	2	0	2	1	0	1
ENSG00000107854	0.481	19	58.019	5.1992e-06	1	1	0	0	0	0
ENSG00000174721	1.893	4	3.3389	2.37247e-07	13	0	13	0	0	0
ENSG00000198060	0.392	2	16.054	1.535171e-06	1	1	0	0	0	0
ENSG00000119912	0.414	16	58.706	5.0362225e-06	19	0	19	2	0	2
ENSG00000138190	0.593	20	49.021	4.40994e-06	1	1	0	0	0	0
ENSG00000138119	0.906	100	130.38	1.24447475e-05	17	0	17	0	0	0
ENSG00000186188	1.298	8	11.107	9.2749775e-07	1	0	1	1	0	1
ENSG00000138207	0.594	2	10.597	8.492585e-07	1	0	1	1	0	1
ENSG00000095464	0.866	33	50.967	4.635395e-06	1	0	1	0	0	0
ENSG00000148690	1.167	17	21.855	1.7033075e-06	2	0	2	0	0	0
ENSG00000108231	0.209	0	14.316	2.06293e-06	13	0	13	0	0	0
ENSG00000108239	0.602	15	38.35	4.1233475e-06	1	0	1	0	0	0
ENSG00000108242	1.315	16	18.476	1.41009875e-06	17	0	17	0	0	0
ENSG00000165841	1.871	25	17.621	1.24440775e-06	5	0	5	0	0	0
ENSG00000138109	1.402	16	17.324	1.24420675e-06	24	0	24	1	0	1
ENSG00000138115	1.883	28	19.227	1.6969425e-06	18	0	18	0	0	0
ENSG00000107438	0.873	7	15.061	1.36973125e-06	1	0	1	1	0	1
ENSG00000095637	0.581	30	70.021	6.8314875e-06	2	0	2	1	0	1
ENSG00000119977	1.042	23	31.261	2.2687875e-06	3	0	3	0	0	0
ENSG00000188649	0.993	11	18.342	2.175155e-06	12	0	12	0	0	0
ENSG00000095585	0.391	7	33.622	3.19389e-06	1	0	1	1	0	1
ENSG00000107447	1.013	19	27.518	2.44617e-06	4	0	4	0	0	0
ENSG00000187122	0.222	11	81.911	6.822275e-06	1	0	1	0	0	0
ENSG00000165879	1.109	1	4.2361	3.066255e-07	1	1	0	1	1	0
ENSG00000052749	0.594	28	64.624	6.2824225e-06	2	0	2	0	0	0
ENSG00000155229	0.427	14	51.303	4.5189825e-06	3	1	2	2	1	1
ENSG00000165887	1.2	12	16.199	1.686725e-06	1	0	1	1	0	1
ENSG00000119986	1.893	6	4.7749	3.4302325e-07	1	0	1	0	0	0
ENSG00000120057	1.434	9	10.905	7.80416e-07	4	0	4	0	0	0
ENSG00000166024	0.997	18	26.76	2.44751e-06	9	0	9	0	0	0
ENSG00000138131	1.123	33	39.28	2.9753025e-06	9	0	9	2	0	2
ENSG00000119943	1.166	26	30.945	2.4764875e-06	10	0	10	0	0	0
ENSG00000107521	0.692	18	38.575	3.2325825e-06	1	0	1	0	0	0
ENSG00000172987	0.694	11	26.243	2.276995e-06	2	0	2	0	0	0
ENSG00000119946	0.515	9	30.482	2.48369e-06	1	0	1	0	0	0
ENSG00000120053	0.678	9	23.163	2.36979e-06	1	0	1	1	0	1
ENSG00000198018	0.872	23	37.367	4.1186575e-06	10	1	9	0	0	0
ENSG00000014919	1.327	21	22.795	2.14065e-06	5	0	5	1	0	1
ENSG00000107554	0.721	38	69.104	6.7842525e-06	1	0	1	0	0	0
ENSG00000149972	0.485	18	55.013	4.76437e-06	1	0	1	0	0	0
ENSG00000184956	0.971	70	87.915	7.597465e-06	16	0	16	2	0	2
ENSG00000187151	1.297	16	18.737	1.464955e-06	4	0	4	0	0	0
ENSG00000110318	0.962	34	47.047	4.0449575e-06	2	0	2	0	0	0
ENSG00000137691	1.141	11	15.954	1.56460075e-06	8	0	8	0	0	0
ENSG00000137675	1.696	29	23.163	2.06159e-06	12	0	12	0	0	0
ENSG00000118113	1.761	32	24.117	2.12926e-06	25	0	25	0	0	0
ENSG00000166670	1.414	22	22.206	1.7012975e-06	24	0	24	1	0	1
ENSG00000196611	1.525	25	22.869	1.7907425e-06	5	0	5	0	0	0
ENSG00000149968	1.416	22	22.173	1.8714775e-06	6	0	6	0	0	0
ENSG00000137745	1.524	25	22.891	2.065275e-06	1	1	0	0	0	0
ENSG00000187240	0.656	25	53.221	2.119545e-05	2	1	1	0	0	0
ENSG00000170962	0.731	8	19.745	1.819385e-06	1	0	1	0	0	0
ENSG00000133805	0.903	24	37.375	3.6459725e-06	6	1	5	0	0	0
ENSG00000204403	1.041	6	11.374	1.17958525e-06	6	0	6	1	0	1
ENSG00000196954	1.207	12	16.112	1.64131575e-06	8	0	8	0	0	0
ENSG00000137757	1.502	22	20.894	1.955395e-06	1	0	1	0	0	0
ENSG00000133800	1.345	11	13.523	1.098733e-06	2	0	2	0	0	0
ENSG00000149313	0.717	5	14.659	1.04793025e-06	2	0	2	0	0	0
ENSG00000152404	0.839	25	41.614	3.2010925e-06	17	0	17	0	0	0
ENSG00000075239	1.051	14	20.831	1.63592225e-06	2	0	2	0	0	0
ENSG00000149311	0.71	103	170.95	1.526126e-05	8	1	7	0	0	0
ENSG00000166323	1.75	19	15.575	1.2358485e-06	16	0	16	1	0	1
ENSG00000178202	1.17	18	22.813	1.85858e-06	25	0	25	0	0	0
ENSG00000110723	0.943	49	65.918	5.83838e-06	6	0	6	1	0	1
ENSG00000236287	0.423	4	21.615	2.1244025e-06	1	0	1	1	0	1
ENSG00000178105	0.949	32	45.269	3.783155e-06	3	0	3	0	0	0
ENSG00000149289	0.252	4	36.367	3.923185e-06	3	0	3	0	0	0
ENSG00000137727	0.431	12	45.093	3.90007e-06	2	0	2	0	0	0
ENSG00000150750	1.363	5	7.6586	5.450115e-07	3	0	3	0	0	0
ENSG00000183644	1.158	7	11.355	8.1346375e-07	7	0	7	0	0	0
ENSG00000204381	1.525	20	19.017	1.7009625e-06	10	0	10	0	0	0
ENSG00000137713	1.063	27	35.024	2.9970775e-06	16	0	16	1	0	1
ENSG00000255561	1.175	17	21.702	1.6951e-06	2	0	2	0	0	0
ENSG00000197580	1.277	28	30.061	2.723885e-06	17	0	17	0	0	0
ENSG00000150787	1.685	8	8.228	5.9362e-07	3	0	3	0	0	0
ENSG00000188771	1.674	8	8.3109	7.53214e-07	15	0	15	0	0	0
ENSG00000110328	0.641	11	28.397	2.2657725e-06	1	0	1	1	0	1
ENSG00000149292	1.053	31	39.723	3.41834e-06	2	0	2	0	0	0
ENSG00000170209	1.162	20	25.012	2.08102e-06	18	0	18	0	0	0
ENSG00000166682	1.05	17	24.288	1.886385e-06	8	0	8	0	0	0
ENSG00000228607	1.934	10	6.5607	5.8837725e-07	1	0	1	0	0	0
ENSG00000166736	1.15	18	23.207	2.167115e-06	18	0	18	0	0	0
ENSG00000166741	1.864	10	7.9723	5.6171125e-07	3	0	3	0	0	0
ENSG00000180425	1.502	1	2.8839	2.0965975e-07	4	0	4	0	0	0
ENSG00000095110	1.851	16	12.19	8.514695e-07	4	0	4	0	0	0
ENSG00000137634	1.58	22	19.831	1.6677975e-06	2	0	2	0	0	0
ENSG00000137656	0.774	14	28.29	2.699765e-06	1	0	1	0	0	0
ENSG00000110244	1.19	10	14.252	1.3416415e-06	1	0	1	0	0	0
ENSG00000168092	0.746	1	6.3598	1.31499225e-06	14	0	14	0	0	0
ENSG00000149577	0.749	30	54.294	4.3926875e-06	3	0	3	0	0	0
ENSG00000110274	0.837	55	82.231	7.2628e-06	10	1	9	0	0	0
ENSG00000177103	0.165	8	87.635	7.4378375e-06	1	0	1	0	0	0
ENSG00000137747	0.898	17	28.406	2.325235e-06	5	0	5	1	0	1
ENSG00000137648	1.014	16	23.954	1.853555e-06	1	0	1	0	0	0
ENSG00000177098	1.784	9	8.1664	7.533145e-07	1	0	1	0	0	0
ENSG00000160593	0.826	8	17.475	1.35311525e-06	6	0	6	0	0	0
ENSG00000160588	1.948	17	10.377	8.7540525e-07	6	0	6	0	0	0
ENSG00000149573	1.864	16	11.976	1.16193075e-06	24	0	24	0	0	0
ENSG00000167286	1.458	7	8.9413	9.2867025e-07	2	0	2	0	0	0
ENSG00000118096	0.544	5	19.326	1.3669005e-06	1	1	0	0	0	0
ENSG00000019144	0.375	14	58.317	5.85379e-06	1	1	0	0	0	0
ENSG00000118094	1.02	27	36.502	3.064245e-06	1	0	1	0	0	0
ENSG00000110375	1.903	10	7.3248	7.9529e-07	16	0	16	0	0	0
ENSG00000176302	1.18	11	15.424	1.5967775e-06	5	1	4	1	0	1
ENSG00000186166	1.272	22	24.694	2.1237325e-06	3	0	3	0	0	0
ENSG00000137700	0.878	11	20.73	1.64731225e-06	6	0	6	0	0	0
ENSG00000172269	1.082	10	15.676	1.16233275e-06	1	0	1	0	0	0
ENSG00000160703	1.545	42	35.154	3.67361e-06	13	1	12	0	0	0
ENSG00000110395	0.503	14	43.488	4.49436e-06	2	0	2	0	0	0
ENSG00000235718	1.446	21	20.897	2.42406e-06	3	0	3	0	0	0
ENSG00000036672	0.555	12	35.005	3.991525e-06	1	0	1	0	0	0
ENSG00000110400	0.572	6	20.706	1.9187125e-06	1	1	0	0	0	0
ENSG00000137699	0.951	15	24.288	1.884375e-06	1	0	1	0	0	0
ENSG00000184232	1.181	5	8.8876	6.33753e-07	3	0	3	0	0	0
ENSG00000137709	0.827	14	26.458	2.4510275e-06	18	0	18	1	0	1
ENSG00000181264	1.079	5	9.7371	8.4079975e-07	2	0	2	0	0	0
ENSG00000109929	0.966	6	12.253	1.12665525e-06	6	0	6	0	0	0
ENSG00000109944	0.92	24	36.691	3.082e-06	3	0	3	0	0	0
ENSG00000188909	1.327	4	6.8471	5.00758e-07	20	0	20	20	0	20
ENSG00000221931	1.544	5	6.6307	6.3698575e-07	4	0	4	2	0	2
ENSG00000196099	1.802	6	5.7905	5.1858e-07	14	0	14	0	0	0
ENSG00000204300	1.419	5	7.3306	5.205565e-07	2	0	2	2	0	2
ENSG00000181518	1.157	2	5.4107	3.7659025e-07	1	0	1	0	0	0
ENSG00000171014	1.87	7	5.8022	5.57775e-07	9	0	9	0	0	0
ENSG00000236981	1.9	6	4.6682	3.3116425e-07	5	0	5	0	0	0
ENSG00000234560	1.56	3	4.7181	3.4272175e-07	14	0	14	0	0	0
ENSG00000197309	1.476	3	5.0886	6.4063725e-07	1	0	1	1	0	1
ENSG00000197125	1.631	3	4.3954	3.0630725e-07	6	0	6	0	0	0
ENSG00000170953	1.304	1	3.521	2.4161875e-07	1	0	1	0	0	0
ENSG00000154134	0.71	35	65.378	5.1960175e-06	2	0	2	2	0	2
ENSG00000154133	0.909	30	44.786	3.7558525e-06	6	0	6	0	0	0
ENSG00000149548	1.057	35	43.901	3.7015825e-06	6	0	6	0	0	0
ENSG00000150433	1.826	4	4.06	4.2992225e-07	1	0	1	0	0	0
ENSG00000197702	0.465	5	22.608	1.979515e-06	1	1	0	0	0	0
ENSG00000134940	1.425	9	10.982	8.526085e-07	2	0	2	0	0	0
ENSG00000171053	1.954	10	5.7585	4.0499825e-07	4	0	4	0	0	0
ENSG00000237353	1.853	4	3.8133	4.1364125e-07	3	0	3	1	0	1
ENSG00000110060	1.115	15	20.714	2.378835e-06	3	0	3	1	0	1
ENSG00000165526	1.162	12	16.726	1.2085125e-06	1	0	1	0	0	0
ENSG00000150455	1.656	5	6.003	4.35031e-07	8	0	8	0	0	0
ENSG00000110080	0.68	7	19.327	1.6952675e-06	1	1	0	0	0	0
ENSG00000120471	1.919	5	3.6103	2.474645e-07	10	0	10	0	0	0
ENSG00000134909	0.254	13	81.333	7.4914375e-06	1	1	0	0	0	0
ENSG00000043039	0.687	3	11.289	9.4012725e-07	1	0	1	1	0	1
ENSG00000151715	1.814	15	12.036	1.00337525e-06	4	0	4	0	0	0
ENSG00000134917	0.909	21	33.271	2.8265625e-06	5	0	5	1	0	1
ENSG00000166106	0.719	15	32.122	2.5307575e-06	1	0	1	1	0	1
ENSG00000175728	1.757	4	4.5693	3.3015925e-07	1	0	1	0	0	0
ENSG00000120451	0.857	24	39.4	3.4533475e-06	3	0	3	0	0	0
ENSG00000166118	1.491	12	12.99	1.51291025e-06	3	0	3	0	0	0
ENSG00000080854	0.308	11	59.025	6.11174e-06	4	0	4	1	0	1
ENSG00000148925	0.612	9	25.662	3.0111475e-06	1	0	1	1	0	1
ENSG00000166105	1.729	19	15.825	3.5357575e-06	2	0	2	0	0	0
ENSG00000174672	0.233	3	33.314	2.9458225e-06	1	0	1	0	0	0
ENSG00000152270	0.506	17	50.391	4.21765e-06	16	0	16	1	0	1
ENSG00000186104	1.186	17	21.498	2.237465e-06	4	0	4	0	0	0
ENSG00000188487	1.315	28	29.183	2.5150125e-06	10	0	10	1	0	1
ENSG00000205869	1.342	2	4.5913	3.3243725e-07	10	0	10	0	0	0
ENSG00000205867	1.814	3	3.3652	2.464595e-07	3	0	3	0	0	0
ENSG00000196224	1.679	1	2.2723	1.68103e-07	1	0	1	0	0	0
ENSG00000241598	1.913	2	1.5347	1.07637175e-07	1	0	1	0	0	0
ENSG00000185940	1.376	2	4.4563	3.22806e-07	4	0	4	0	0	0
ENSG00000166689	0.531	27	70.08	7.576695e-06	1	1	0	0	0	0
ENSG00000205864	1.867	1	1.2548	9.292565e-08	1	0	1	0	0	0
ENSG00000011405	0.359	23	90.713	8.5828675e-06	1	0	1	1	0	1
ENSG00000070081	1.221	18	21.857	1.818715e-06	2	0	2	0	0	0
ENSG00000188211	1.156	8	12.482	1.16970275e-06	6	0	6	0	0	0
ENSG00000006071	0.768	51	83.845	7.634315e-06	2	0	2	1	0	1
ENSG00000006611	0.888	36	53.543	4.9782675e-06	7	0	7	0	0	0
ENSG00000188162	0.749	79	127.14	1.10745975e-05	10	2	8	1	0	1
ENSG00000129158	1.274	22	24.656	2.1708e-06	11	0	11	1	0	1
ENSG00000129167	0.933	14	23.468	2.18889e-06	7	0	7	0	0	0
ENSG00000177951	1.616	4	5.3624	5.47457e-07	1	0	1	0	0	0
ENSG00000166788	0.999	17	25.535	1.929935e-06	1	0	1	0	0	0
ENSG00000173432	1.613	3	4.4764	5.70773e-07	1	0	1	0	0	0
ENSG00000110756	0.733	30	55.508	4.3166425e-06	3	0	3	1	0	1
ENSG00000166800	1.642	14	13.151	1.06468025e-06	4	4	0	0	0	0
ENSG00000151117	1.031	4	8.8773	7.846035e-07	1	0	1	0	0	0
ENSG00000177054	1.158	20	25.091	2.9253875e-06	3	0	3	0	0	0
ENSG00000129170	1.311	7	10.009	8.449035e-07	1	0	1	0	0	0
ENSG00000129173	0.361	7	36.431	3.52889e-06	2	0	2	0	0	0
ENSG00000166833	0.247	16	98.562	8.33413e-06	1	1	0	1	1	0
ENSG00000109854	1.903	16	11.213	9.3205375e-07	1	0	1	0	0	0
ENSG00000254647	1.172	1	3.9885	4.530205e-07	1	0	1	1	0	1
ENSG00000171714	0.949	42	57.217	5.4945025e-06	2	0	2	0	0	0
ENSG00000183161	1.525	0	1.572	1.15764275e-07	2	0	2	0	0	0
ENSG00000148935	0.811	8	17.806	1.8460175e-06	1	0	1	1	0	1
ENSG00000198168	1.849	5	4.6063	3.2315775e-07	3	0	3	0	0	0
ENSG00000064201	0.988	10	17.175	1.5835115e-06	17	0	17	0	0	0
ENSG00000053918	0.814	17	31.333	2.5528675e-06	2	0	2	0	0	0
ENSG00000187398	1.222	17	20.862	1.72994e-06	1	0	1	1	0	1
ENSG00000176971	0.91	1	5.2019	3.685e-07	1	0	1	0	0	0
ENSG00000129151	1.477	18	18.05	1.4174855e-06	7	0	7	0	0	0
ENSG00000109881	1.023	11	17.794	1.257791e-06	1	0	1	0	0	0
ENSG00000148943	0.8	4	11.443	1.170624e-06	2	0	2	0	0	0
ENSG00000121621	0.477	14	45.87	4.2221725e-06	1	0	1	1	0	1
